"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"13361,""314.787629"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13362,""314.793045"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13363,""314.800175"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13364,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13365,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13366,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13367,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13368,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13369,""314.801399"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13370,""314.801928"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13371,""314.801928"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13372,""314.802456"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13373,""314.802456"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13374,""314.802624"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13375,""314.802883"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13376,""314.804676"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13377,""314.805912"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13378,""314.807194"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13379,""314.814002"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13380,""314.816010"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13381,""314.816297"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13382,""314.817076"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13383,""314.817472"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13384,""314.817906"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13385,""314.818369"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13386,""314.818569"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13387,""314.820182"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13388,""314.822076"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13389,""314.822823"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13390,""314.822823"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13391,""314.822823"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13392,""314.822823"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13393,""314.822935"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13394,""314.823332"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13395,""314.823332"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13396,""314.824309"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13397,""314.824544"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13398,""314.824891"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13399,""314.825251"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13400,""314.825378"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13401,""314.827097"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13402,""314.827345"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13403,""314.828964"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13404,""314.829264"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13405,""314.831745"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13406,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13407,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13408,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13409,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13410,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13411,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13412,""314.832653"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13413,""314.833210"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13414,""314.835458"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13415,""314.836084"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13416,""314.836084"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13417,""314.836084"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13418,""314.836268"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13419,""314.836656"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13420,""314.836656"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13421,""314.837437"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13422,""314.837437"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13423,""314.838306"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13424,""314.838607"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13425,""314.839078"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13426,""314.839417"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13427,""314.839520"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13428,""314.841881"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13429,""314.842141"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13430,""314.846486"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13431,""314.851681"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13432,""314.851681"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13433,""314.852254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13434,""314.852254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13435,""314.852254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13436,""314.852254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13437,""314.852254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13438,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13439,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13440,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13441,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13442,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13443,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13444,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13445,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13446,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13447,""314.854178"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13448,""314.854438"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13449,""314.859784"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""81"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13450,""314.868254"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13451,""314.868920"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13452,""314.868920"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13453,""314.868920"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13454,""314.872829"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13455,""314.879076"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13456,""314.884272"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13457,""314.885181"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13458,""314.886912"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13459,""314.888948"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13460,""314.889319"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13461,""314.889633"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13462,""314.890028"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13463,""314.890868"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13464,""314.892973"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13465,""314.894758"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13466,""314.903907"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13467,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13468,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13469,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13470,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13471,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13472,""314.905131"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13473,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13474,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13475,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13476,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13477,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13478,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13479,""314.906452"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13480,""314.906782"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13481,""314.907187"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13482,""314.907996"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13483,""314.907996"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13484,""314.908600"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13485,""314.908600"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13486,""314.909020"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13487,""314.909282"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13488,""314.909440"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13489,""314.910990"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13490,""314.910990"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13491,""314.910990"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13492,""314.911337"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13493,""314.913902"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13494,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13495,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13496,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13497,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13498,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13499,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13500,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13501,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13502,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13503,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13504,""314.939813"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""74"",""Protected Payload (KP0)"""
"13505,""314.939813"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""476"",""Protected Payload (KP0)"""
"13506,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13507,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""636"",""Protected Payload (KP0)"""
"13508,""314.939813"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""250"",""Protected Payload (KP0)"""
"13509,""314.939813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"13510,""314.940448"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""81"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"13511,""314.940769"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13512,""314.943005"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""1049"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13513,""314.946892"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13514,""314.951054"",""192.168.43.122"",""142.250.4.136"",""QUIC"",""75"",""Protected Payload (KP0), DCID=b004bd29be6dcf00"""
"13515,""314.990110"",""142.250.4.136"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"13516,""314.998034"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""69"",""Protected Payload (KP0)"""
"13517,""315.024163"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13518,""315.205229"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13519,""315.300868"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13520,""315.516104"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13521,""315.618812"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13522,""315.832818"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13523,""315.835429"",""31.13.95.60"",""192.168.43.122"",""TLSv1.3"",""161"",""Application Data"""
"13524,""315.879084"",""192.168.43.122"",""31.13.95.60"",""TCP"",""54"",""52822  >  443 [ACK] Seq=22074 Ack=38986 Win=64512 Len=0"""
"13525,""315.930658"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13526,""316.143897"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13527,""316.264775"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13528,""316.468158"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13529,""316.639062"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13530,""316.641170"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13531,""316.712735"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13532,""316.920247"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13533,""317.017859"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13534,""317.419429"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13535,""317.466295"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13536,""318.271566"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13537,""318.346169"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""67"",""Protected Payload (KP0)"""
"13538,""318.892597"",""192.168.43.122"",""74.125.24.101"",""TCP"",""55"",""[TCP Keep-Alive] 57799  >  443 [ACK] Seq=1 Ack=131 Win=256 Len=1"""
"13539,""318.972990"",""74.125.24.101"",""192.168.43.122"",""TCP"",""54"",""[TCP Keep-Alive ACK] 443  >  57799 [ACK] Seq=131 Ack=2 Win=1195 Len=0"""
"13540,""319.951559"",""192.168.43.122"",""35.186.238.177"",""QUIC"",""75"",""Protected Payload (KP0), DCID=159de2b17260fc7a"""
"13541,""320.054725"",""35.186.238.177"",""192.168.43.122"",""QUIC"",""68"",""Protected Payload (KP0)"""
"13542,""322.614416"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""803"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13543,""322.683002"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""71"",""Protected Payload (KP0)"""
"13544,""322.688196"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13545,""322.893939"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13546,""322.907477"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""166"",""Protected Payload (KP0)"""
"13547,""322.907990"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""78"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13548,""322.920697"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1287"",""Protected Payload (KP0)"""
"13549,""322.920697"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13550,""322.921350"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13551,""322.922052"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13552,""322.922052"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13553,""322.922911"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13554,""322.924000"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13555,""322.924000"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13556,""322.924000"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13557,""322.926158"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13558,""322.939556"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13559,""322.939805"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13560,""322.941448"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13561,""322.941805"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13562,""322.941805"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13563,""322.943059"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13564,""322.943949"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13565,""322.943949"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13566,""322.944236"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13567,""322.945304"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13568,""322.945304"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13569,""322.948994"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13570,""322.949010"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13571,""322.949450"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13572,""322.949450"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13573,""322.952900"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13574,""322.953077"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13575,""322.953522"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13576,""322.953760"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13577,""322.954310"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13578,""322.954310"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13579,""322.956614"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13580,""322.956614"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13581,""322.957894"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13582,""322.958176"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13583,""322.959321"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13584,""322.959321"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13585,""322.960190"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13586,""322.960568"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13587,""322.964266"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13588,""322.969148"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13589,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
